P_CUSTOMER_NAME,P_INVOICE_NUM,P_INVOICE_DATE,P_INVOICE_AMOUNT,BILL_CUSTOMER_NAME,BILL_ACCOUNT_NUMBER,BILL_SITE,BILL_PARTY_SITE_NUMBER,SHIP_CUSTOMER_NAME,SHIP_SITE_NUMBER,BUSINESS_UNIT,TRANSACTION_TYPE_NAME,TRANSACTION_NUMBER,CURRENCY,TRANSACTION_DATE,TOTAL_AMOUNTS,BATCH_SOURCE_NAME,AMOUNT_DUE_ORIGINAL,AMOUNT_DUE_REMAINING,TRANSACTION_TOTAL,INVOICE_TYPE,INVOICE_STATUS,DOCUMENT_NUMBER
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",1235001,SAR,2024-10-13T00:00:00.000+00:00,31000,"LPG IMPORT SOURCE",31000,31000,31000,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",2300000,SAR,2024-10-15T00:00:00.000+00:00,1300,"LPG IMPORT SOURCE",1300,1300,1300,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",6666,SAR,2024-10-15T00:00:00.000+00:00,15005,"LPG IMPORT SOURCE",15005,15005,15005,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",123500,SAR,2024-10-13T00:00:00.000+00:00,12650,"LPG IMPORT SOURCE",12650,12650,12650,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",6666123344,SAR,2024-12-02T00:00:00.000+00:00,15005,"LPG IMPORT SOURCE",15005,15005,15005,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-01,SAR,2025-01-28T00:00:00.000+00:00,1500,"LPG IMPORT SOURCE",1500,1500,1500,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-02,SAR,2025-01-28T00:00:00.000+00:00,1550,"LPG IMPORT SOURCE",1550,1550,1550,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-03,SAR,2025-01-28T00:00:00.000+00:00,1600,"LPG IMPORT SOURCE",1600,1600,1600,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-04,SAR,2025-01-28T00:00:00.000+00:00,1650,"LPG IMPORT SOURCE",1650,1650,1650,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-05,SAR,2025-01-28T00:00:00.000+00:00,1700,"LPG IMPORT SOURCE",1700,1700,1700,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-06,SAR,2025-01-28T00:00:00.000+00:00,1750,"LPG IMPORT SOURCE",1750,1750,1750,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-07,SAR,2025-01-28T00:00:00.000+00:00,1800,"LPG IMPORT SOURCE",1800,1800,1800,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-08,SAR,2025-01-28T00:00:00.000+00:00,1850,"LPG IMPORT SOURCE",1850,1850,1850,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-09,SAR,2025-01-28T00:00:00.000+00:00,1900,"LPG IMPORT SOURCE",1900,1900,1900,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-10,SAR,2025-01-28T00:00:00.000+00:00,1950,"LPG IMPORT SOURCE",1950,1950,1950,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-11,SAR,2025-01-28T00:00:00.000+00:00,2000,"LPG IMPORT SOURCE",2000,2000,2000,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-12,SAR,2025-01-28T00:00:00.000+00:00,2050,"LPG IMPORT SOURCE",2050,2050,2050,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-13,SAR,2025-01-28T00:00:00.000+00:00,2100,"LPG IMPORT SOURCE",2100,2100,2100,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-14,SAR,2025-01-28T00:00:00.000+00:00,2150,"LPG IMPORT SOURCE",2150,2150,2150,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-15,SAR,2025-01-28T00:00:00.000+00:00,2200,"LPG IMPORT SOURCE",2200,2200,2200,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-16,SAR,2025-01-28T00:00:00.000+00:00,2250,"LPG IMPORT SOURCE",2250,2250,2250,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-17,SAR,2025-01-28T00:00:00.000+00:00,2300,"LPG IMPORT SOURCE",2300,2300,2300,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-18,SAR,2025-01-28T00:00:00.000+00:00,2350,"LPG IMPORT SOURCE",2350,2350,2350,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-19,SAR,2025-01-28T00:00:00.000+00:00,2400,"LPG IMPORT SOURCE",2400,2400,2400,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-20,SAR,2025-01-28T00:00:00.000+00:00,2450,"LPG IMPORT SOURCE",2450,2450,2450,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-21,SAR,2025-01-28T00:00:00.000+00:00,2500,"LPG IMPORT SOURCE",2500,2500,2500,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-22,SAR,2025-01-28T00:00:00.000+00:00,2550,"LPG IMPORT SOURCE",2550,2550,2550,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-23,SAR,2025-01-28T00:00:00.000+00:00,2600,"LPG IMPORT SOURCE",2600,2600,2600,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-24,SAR,2025-01-28T00:00:00.000+00:00,2650,"LPG IMPORT SOURCE",2650,2650,2650,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-25,SAR,2025-01-28T00:00:00.000+00:00,2700,"LPG IMPORT SOURCE",2700,2700,2700,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-26,SAR,2025-01-28T00:00:00.000+00:00,2750,"LPG IMPORT SOURCE",2750,2750,2750,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-27,SAR,2025-01-28T00:00:00.000+00:00,2800,"LPG IMPORT SOURCE",2800,2800,2800,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-28,SAR,2025-01-28T00:00:00.000+00:00,2850,"LPG IMPORT SOURCE",2850,2850,2850,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-29,SAR,2025-01-28T00:00:00.000+00:00,2900,"LPG IMPORT SOURCE",2900,2900,2900,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-30,SAR,2025-01-28T00:00:00.000+00:00,2950,"LPG IMPORT SOURCE",2950,2950,2950,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-45,SAR,2025-01-28T00:00:00.000+00:00,3700,"LPG IMPORT SOURCE",3700,3700,3700,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-31,SAR,2025-01-28T00:00:00.000+00:00,3000,"LPG IMPORT SOURCE",3000,3000,3000,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-32,SAR,2025-01-28T00:00:00.000+00:00,3050,"LPG IMPORT SOURCE",3050,3050,3050,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-33,SAR,2025-01-28T00:00:00.000+00:00,3100,"LPG IMPORT SOURCE",3100,3100,3100,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-34,SAR,2025-01-28T00:00:00.000+00:00,3150,"LPG IMPORT SOURCE",3150,3150,3150,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-35,SAR,2025-01-28T00:00:00.000+00:00,3200,"LPG IMPORT SOURCE",3200,3200,3200,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-36,SAR,2025-01-28T00:00:00.000+00:00,3250,"LPG IMPORT SOURCE",3250,3250,3250,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-37,SAR,2025-01-28T00:00:00.000+00:00,3300,"LPG IMPORT SOURCE",3300,3300,3300,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-38,SAR,2025-01-28T00:00:00.000+00:00,3350,"LPG IMPORT SOURCE",3350,3350,3350,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-39,SAR,2025-01-28T00:00:00.000+00:00,3400,"LPG IMPORT SOURCE",3400,3400,3400,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-40,SAR,2025-01-28T00:00:00.000+00:00,3450,"LPG IMPORT SOURCE",3450,3450,3450,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-41,SAR,2025-01-28T00:00:00.000+00:00,3500,"LPG IMPORT SOURCE",3500,3500,3500,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-42,SAR,2025-01-28T00:00:00.000+00:00,3550,"LPG IMPORT SOURCE",3550,3550,3550,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-43,SAR,2025-01-28T00:00:00.000+00:00,3600,"LPG IMPORT SOURCE",3600,3600,3600,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4555-44,SAR,2025-01-28T00:00:00.000+00:00,3650,"LPG IMPORT SOURCE",3650,3650,3650,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",FBDI-1,SAR,2024-10-01T00:00:00.000+00:00,5000,"LPG IMPORT SOURCE",5000,5000,5000,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",4500,SAR,2024-10-06T00:00:00.000+00:00,38850,"LPG IMPORT SOURCE",38850,38850,38850,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",xx_test_28-08,SAR,2025-08-28T00:00:00.000+00:00,50000,"LPG IMPORT SOURCE",50000,50000,50000,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",xx02_test_28-08,SAR,2025-08-28T00:00:00.000+00:00,1000,"LPG IMPORT SOURCE",1000,1000,1000,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",7000,SAR,2024-10-02T00:00:00.000+00:00,10000,"LPG IMPORT SOURCE",10000,10000,10000,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",300000,SAR,2024-10-15T00:00:00.000+00:00,1500,"LPG IMPORT SOURCE",1500,1500,1500,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",45000,SAR,2024-10-06T00:00:00.000+00:00,17000,"LPG IMPORT SOURCE",17000,17000,17000,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",AR001,SAR,2024-10-06T00:00:00.000+00:00,1050,"LPG IMPORT SOURCE",1050,1050,1050,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",5001,SAR,2024-10-13T00:00:00.000+00:00,31500,"LPG IMPORT SOURCE",31500,31500,31500,INV,OPEN,
,,,,"TIM HORTONS",178359,165589,207882,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",15005,SAR,2024-10-17T00:00:00.000+00:00,1000,"LPG IMPORT SOURCE",1000,1000,1000,INV,OPEN,
,,,,"TIM HORTONS",178359,165589,207882,,,"LPG_BUSINESS UNIT","LPG TRANSACTION",78787,SAR,2024-10-24T00:00:00.000+00:00,100000,"LPG IMPORT SOURCE",100000,100000,100000,INV,OPEN,
,,,,"THE BETTER HOME",175347,163589,207744,,,"LPG_BUSINESS UNIT","LPG TRANSACTION","TEST WITHOUT TAX",SAR,2024-10-13T00:00:00.000+00:00,4200,"LPG IMPORT SOURCE",4200,4200,4200,INV,OPEN,
,,,,"DRA Aadithya Projects",200706,5287,300706,"DRA Aadithya Projects",300706,QC12-KA,"Debit Memo",288002,INR,2021-08-29T00:00:00.000+00:00,106200,Manual,106200,10185.99,106200,DM,OPEN,1209292100000100
,,,,"Prajna Insuretech",201992,3708,301992,"Prajna Insuretech",301992,QC12-KA,"Debit Memo",507011,INR,2021-11-24T00:00:00.000+00:00,7603.18,Manual,7603.18,7603.18,7603.18,DM,OPEN,1209292100000691
,,,,"Prajna Insuretech",201992,3708,301992,"Prajna Insuretech",301992,QC12-KA,"Debit Memo",574012,INR,2021-12-22T00:00:00.000+00:00,5927,Manual,5927,5927,5927,DM,OPEN,1209292100000903
,,,,"Prajna Insuretech",201992,3708,301992,"Prajna Insuretech",301992,QC12-KA,"Debit Memo",696019,INR,2022-03-23T00:00:00.000+00:00,3273,Manual,3273,3273,3273,DM,OPEN,1209292100002054
,,,,"Titan Company Limited",18096,24166,14118,"Titan Company Limited",14133,QC12-KA,"Debit Memo",888013,INR,2022-06-29T00:00:00.000+00:00,555892.32,Manual,555892.32,555892.32,555892.32,DM,OPEN,1209292200001528
,,,,"Max Hypermarket India Pvt Ltd",41003,40060,44043,"Max Hypermarket India Pvt Ltd",44043,QC12-KA,"Debit Memo",913016,INR,2022-07-12T00:00:00.000+00:00,47043.28,Manual,47043.28,47043.28,47043.28,DM,OPEN,1209292200001854
,,,,"Carat Lane Trading Private Limited",18032,24051,14053,"Carat Lane Trading Private Limited",14053,QC12-KA,"Debit Memo",903014,INR,2022-07-06T00:00:00.000+00:00,73026.38,Manual,73026.38,73026.38,73026.38,DM,OPEN,1209292200001731
,,,,"Carat Lane Trading Private Limited",18032,24051,14053,"Carat Lane Trading Private Limited",14053,QC12-KA,"Debit Memo",903013,INR,2022-07-06T00:00:00.000+00:00,50574.48,Manual,50574.48,50574.48,50574.48,DM,OPEN,1209292200001730
,,,,"Fsn E-Commerce Ventures",18019,24029,14040,"Fsn E-Commerce Ventures",300921,QC12-KA,"Debit Memo",917011,INR,2022-07-14T00:00:00.000+00:00,66334.8,Manual,66334.8,66334.8,66334.8,DM,OPEN,1209292200001874
,,,,"Paypal Payments",201915,1097,301915,"Paypal Payments",301915,QC12-KA,"Debit Memo",944015,INR,2022-07-31T00:00:00.000+00:00,8278,Manual,8278,8278,8278,DM,OPEN,1209292200001979
,,,,"Spicejet Limited",18023,24032,14044,"Spicejet Limited",14044,QC12-KA,"Debit Memo",915010,INR,2022-07-12T00:00:00.000+00:00,1167.68,Manual,1167.68,1167.68,1167.68,DM,OPEN,1209292200001853
,,,,"Samsung India Electronics",202226,75046,122060,"Samsung India Electronics",302228,QC12-KA,"Debit Memo",898017,INR,2022-06-30T00:00:00.000+00:00,1213054,Manual,1213054,1213054,1213054,DM,OPEN,1209292200001575
,,,,"Cdna Technologies",200496,51188,59087,"Cdna Technologies",300496,QC12-KA,"Debit Memo",827010,INR,2022-05-31T00:00:00.000+00:00,5543,Manual,5543,5543,5543,DM,OPEN,1209292200000297
,,,,"Cdna Technologies",200496,51188,59087,"Cdna Technologies",300496,QC12-KA,"Debit Memo",943017,INR,2022-07-31T00:00:00.000+00:00,3869,Manual,3869,3869,3869,DM,OPEN,1209292200001972
,,,,"QWIKCILVER SOLUTIONS PVT. LTD.",150227,95847,200227,"QWIKCILVER SOLUTIONS PVT. LTD.",200227,QC16-SIN,"Debit Memo",1229020,SGD,2023-03-30T00:00:00.000+00:00,300928.41,Manual,300928.41,300928.41,300928.41,DM,OPEN,16092223100001
,,,,"Nowapps Technologies",201776,649,301776,"Nowapps Technologies",301776,QC12-KA,"Debit Memo",1052021,INR,2022-09-30T00:00:00.000+00:00,230250,Manual,230250,230250,230250,DM,OPEN,1209292200002562
,,,,"Nearby Technologies",52059,48156,54048,"Nearby Technologies",54048,QC12-KA,"Debit Memo",1052020,INR,2022-09-30T00:00:00.000+00:00,3151078,Manual,3151078,3151078,3151078,DM,OPEN,1209292200002560
,,,,"Ola Financial Services",201818,2486,301818,"Ola Financial Services",301819,QC12-KA,"Debit Memo",1052022,INR,2022-09-30T00:00:00.000+00:00,76407,Manual,76407,76407,76407,DM,OPEN,1209292200002564
,,,,"Garagepreneurs Internet",200957,2384,300957,"Garagepreneurs Internet",300957,QC12-KA,"Debit Memo",1052015,INR,2022-09-30T00:00:00.000+00:00,2573776,Manual,2573776,2573776,2573776,DM,OPEN,1209292200002561
,,,,"Global Garner Sales Services",201011,1900,301011,"Global Garner Sales Services",301011,QC12-KA,"Debit Memo",1052016,INR,2022-09-30T00:00:00.000+00:00,150256,Manual,150256,150256,150256,DM,OPEN,1209292200002563
,,,,"Ibibo Group",201197,924,301197,"Ibibo Group",301197,QC12-KA,"Debit Memo",1052017,INR,2022-09-30T00:00:00.000+00:00,61139,Manual,61139,61139,61139,DM,OPEN,1209292200002567
,,,,"Cdna Technologies",200496,51188,59087,"Cdna Technologies",300496,QC12-KA,"Debit Memo",1052011,INR,2022-09-30T00:00:00.000+00:00,70237,Manual,70237,70237,70237,DM,OPEN,1209292200002565
,,,,Makemytrip,201564,153,301564,Makemytrip,301566,QC12-KA,"Debit Memo",1052019,INR,2022-09-30T00:00:00.000+00:00,69715,Manual,69715,69715,69715,DM,OPEN,1209292200002566
,,,,"Freecharge Payment Technologies",200913,3560,300913,"Freecharge Payment Technologies",300913,QC12-KA,"Debit Memo",1052014,INR,2022-09-30T00:00:00.000+00:00,24080,Manual,24080,24080,24080,DM,OPEN,1209292200002569
,,,,"Dsoft Innovations",200718,965,300718,"Dsoft Innovations",300718,QC12-KA,"Debit Memo",1052012,INR,2022-09-30T00:00:00.000+00:00,11563,Manual,11563,11563,11563,DM,OPEN,1209292200002570
,,,,Snapdeal,202346,1379,302346,Snapdeal,302344,QC12-KA,"Debit Memo",1052025,INR,2022-09-30T00:00:00.000+00:00,45945,Manual,45945,45945,45945,DM,OPEN,1209292200002568
,,,,"Pine Labs Private Limited(India)",152242,94266,202242,,,PL14-SIN,"Debit Memo",1229018,INR,2023-03-30T00:00:00.000+00:00,1000,Manual,1000,1000,1000,DM,OPEN,14092223100001
,,,,"Just Dial",39017,38138,42246,"Just Dial",301371,QC12-KA,"Debit Memo",1052018,INR,2022-09-30T00:00:00.000+00:00,1348,Manual,1348,1348,1348,DM,OPEN,1209292200002571
,,,,"Flipkart Internet",200887,4736,300887,"Flipkart Internet",300888,QC12-KA,"Debit Memo",1052013,INR,2022-09-30T00:00:00.000+00:00,141003476,Manual,141003476,141003476,141003476,DM,OPEN,1209292200002557
,,,,"SNS NEW",151417,94824,201417,"Malaysia Petroleum Resources Corporation",200160,PL24-MAL,"Debit Memo",1189010,MYR,2023-02-24T00:00:00.000+00:00,312446.66,Manual,312446.66,312446.66,312446.66,DM,OPEN,
,,,,"Sum and Substance Ltd",152977,110646,202977,"Sum and Substance Ltd",202977,SE26-IND,"Debit Memo",1240016,INR,2023-04-13T00:00:00.000+00:00,118000,Manual,118000,118000,118000,DM,OPEN,
,,,,"Nowapps Technologies",201776,649,301776,"Nowapps Technologies",301776,QC12-KA,"Debit Memo",1043009,INR,2022-09-30T00:00:00.000+00:00,1542327,Manual,1542327,1542327,1542327,DM,OPEN,1209292200002427
,,,,"UAT Test India Private Limited",121014,117210,159195,"UAT Test India Private Limited",159195,SE27-IND,"Debit Memo",1193012,INR,2023-02-28T00:00:00.000+00:00,128000,Manual,128000,128000,128000,DM,OPEN,
,,,,"Qwikcilver Solutions Pte Ltd",202058,5635,302058,"Qwikcilver Solutions Pte Ltd",302058,QC12-KA,"Debit Memo",717021,SGD,2022-03-31T00:00:00.000+00:00,1.11,Manual,1.11,1.11,1.11,DM,OPEN,1209292100002424
,,,,"Flipkart Internet",200885,3035,300885,"Flipkart Internet",300888,QC12-KA,"Debit Memo",1001009,INR,2022-08-31T00:00:00.000+00:00,2609055,Manual,2609055,2609055,2609055,DM,OPEN,1209292200002373
,,,,"Flipkart Internet Pvt Ltd",4019,8060,6034,"Flipkart Internet Pvt Ltd",6034,QC12-KA,"Debit Memo",994009,INR,2022-08-31T00:00:00.000+00:00,92958229,Manual,92958229,92958229,92958229,DM,OPEN,1209292200002223
,,,,"SNS NEW",151417,94824,201417,,,PL24-MAL,"Debit Memo",1143011,MYR,2023-01-20T00:00:00.000+00:00,101,Manual,101,101,101,DM,OPEN,
,,,,"Flipkart Internet Pvt Ltd",4019,8060,6034,"Flipkart Internet Pvt Ltd",6034,QC12-KA,"Debit Memo",985012,INR,2022-08-29T00:00:00.000+00:00,39442043,Manual,39442043,39442043,39442043,DM,OPEN,1209292200002184
,,,,"Flipkart Internet",200885,3035,300885,"Flipkart Internet",300888,QC12-KA,"Debit Memo",1027011,INR,2022-08-31T00:00:00.000+00:00,7538122,Manual,7538122,7538122,7538122,DM,OPEN,1209292200002399
,,,,Phonepe,201954,96381,138234,Phonepe,301954,QC12-KA,"Debit Memo",1056015,INR,2022-09-30T00:00:00.000+00:00,441.71,Manual,441.71,441.71,441.71,DM,OPEN,1209292200002660
,,,,"Amazon Seller Services",200172,4074,300172,"Amazon Seller Services",300189,QC12-KA,"Debit Memo",1056016,INR,2022-09-30T00:00:00.000+00:00,6985.9,Manual,6985.9,6985.9,6985.9,DM,OPEN,1209292200002658
,,,,"Flipkart Internet",200887,4736,300887,"Flipkart Internet",300888,QC12-KA,"Debit Memo",997012,INR,2022-08-31T00:00:00.000+00:00,271362.49,Manual,271362.49,271362.49,271362.49,DM,OPEN,1209292200002359
,,,,"Flipkart Internet",200885,3035,300885,"Flipkart Internet",300888,QC12-KA,"Debit Memo",1055012,INR,2022-09-30T00:00:00.000+00:00,861750,Manual,861750,861750,861750,DM,OPEN,1209292200002586
,,,,"Flipkart Internet",200885,3035,300885,"Flipkart Internet",300888,QC12-KA,"Debit Memo",1055011,INR,2022-09-30T00:00:00.000+00:00,1129168.93,Manual,1129168.93,1129168.93,1129168.93,DM,OPEN,1209292200002587
,,,,"Internal Control",41010,40080,44054,"Internal Control",44054,QC12-KA,"Debit Memo",975009,INR,2022-08-22T00:00:00.000+00:00,30886,Manual,30886,1720.01,30886,DM,OPEN,1209292200002146
,,,,"SNS NEW",151417,94824,201417,"Malaysia Petroleum Resources Corporation",200160,PL24-MAL,"Debit Memo",1237040,MYR,2022-04-11T00:00:00.000+00:00,4474.26,Manual,4474.26,4474.26,4474.26,DM,OPEN,24092223100003
,,,,"Sum and Substance Ltd",152977,110646,202977,"Sum and Substance Ltd",202977,SE26-IND,"Debit Memo",1240017,INR,2023-04-13T00:00:00.000+00:00,300000,Manual,300000,300000,300000,DM,OPEN,
,,,,"Veeam Software Malaysia Sdn Bhd",152012,94917,202012,,,PL24-MAL,"Debit Memo",1273031,MYR,2023-06-09T00:00:00.000+00:00,200,Manual,200,200,200,DM,OPEN,
,,,,"Clix Capital Services Private Limited",152814,110280,202814,"Clix Capital Services Private Limited",202814,SE26-IND,"Debit Memo",1270019,INR,2023-05-31T00:00:00.000+00:00,11800,Manual,11800,11800,11800,DM,OPEN,
,,,,"Accenture Solutions",200049,76052,125066,"Accenture Solutions",300049,QC12-KA,"Debit Memo",1235011,INR,2023-04-04T00:00:00.000+00:00,11.8,Manual,11.8,11.8,11.8,DM,OPEN,
,,,,"SNS NEW",151417,94824,201417,"Malaysia Petroleum Resources Corporation",200160,PL24-MAL,"Debit Memo",1239011,MYR,2022-04-11T00:00:00.000+00:00,2333.06,Manual,2333.06,2333.06,2333.06,DM,OPEN,24092223100002
,,,,"Loantap Credit Products Pvt Ltd.",152900,110302,202900,"Loantap Credit Products Pvt Ltd.",202900,SE26-IND,"Debit Memo",1241017,INR,2023-04-13T00:00:00.000+00:00,540,Manual,540,540,540,DM,OPEN,
,,,,"Flipkart Internet Pvt Ltd",4019,8060,6034,"Flipkart Internet Pvt Ltd",6034,QC12-KA,"Debit Memo",985011,INR,2022-08-29T00:00:00.000+00:00,40829134,Manual,40829134,40829134,40829134,DM,OPEN,1209292200002184
,,,,"Veeam Software Malaysia Sdn Bhd",152012,94917,202012,,,PL24-MAL,"Debit Memo",1273032,MYR,2023-06-09T00:00:00.000+00:00,200,Manual,200,200,200,DM,OPEN,
,,,,"Vernost Marketing Services",37019,36113,42148,"Vernost Marketing Services",302690,QC12-KA,"Debit Memo",997019,INR,2022-08-31T00:00:00.000+00:00,111258,Manual,111258,111258,111258,DM,OPEN,1209292200002361
,,,,"American Express Banking",200206,4853,300206,"American Express Banking",300206,QC12-KA,"Debit Memo",997028,INR,2022-09-05T00:00:00.000+00:00,1000,Manual,1000,1000,1000,DM,OPEN,1209292200002368
